Stop_Name,Daily_All_BA,geometry,Neighbor_Mean_BA,Quadrant
Safwa Clinics (Obour),218.0,POINT (352600.9691190898 3348169.957353691),489.25,LL
Saint Fatima Square,2065.0,POINT (340449.4257668836 3331667.627038012),3766.75,HH (cluster)
Saint George Church (Kotseika),264.0,POINT (333837.14348458266 3312837.2075539264),661.25,LL
Saint Teresa Metro,9502.0,POINT (330897.25296299066 3329976.3010353507),6895.75,HH (cluster)
Sakiat Mekki Metro,5069.0,POINT (327241.71911371266 3319533.6076825466),5467.875,HH (cluster)
Sakkara Steps (Ring Rd.),428.0,POINT (323660.20852442767 3317307.4974482763),4560.5,LH (outlier)
Salah Al Din Citadel (Salah Salem),9657.0,POINT (332369.831726925 3322871.765632705),5896.601199313645,HH (cluster)
Salah Al Din Square (Heliopolis),13126.0,POINT (339101.61409459426 3330507.680741043),4073.25,HH (cluster)
Salam Alexandria Station,1040.0,POINT (347962.04313391214 3339613.3736755624),1224.125,LL
Salam Station (10th of Ramadan Station),6720.921836223506,POINT (346833.22372200503 3336752.5905179917),4226.693404143187,HH (cluster)
Salamtak Labs (Dolce),72.0,POINT (299450.210609708 3313315.6031472883),1318.375,LL
Samir & Ali Al Thawra St (Heliopolis),418.0,POINT (340296.3146020683 3329097.4005219806),732.0,LL
Saqqara (Moroor),6636.0,POINT (330147.1242656335 3303569.229134756),1467.5,HL (outlier)
Saqqara Rd. & Al Mansoureya Rd.,4139.0,POINT (325223.0543253247 3314124.104543554),1295.625,HL (outlier)
Saqr Quraish,9005.0,POINT (334902.6080130994 3318484.12246894),840.625,HL (outlier)
Saqr Quraish Station,12860.0,,,LL
Saray Al Qobba,7134.0,POINT (336914.6262464328 3330853.3384903753),2048.875,HL (outlier)
Sawaris Square (Maadi),798.5566139652021,POINT (332175.4111944544 3315981.692233861),2833.1804682887896,LH (outlier)
Sayyed Al Abedeen Pharmacy (Cablat St.),426.0,POINT (335489.59703493793 3332625.7683860846),3744.125,LH (outlier)
Science House Garden (Al Mounira),736.0,POINT (329872.13046051946 3323995.682343096),6026.125,LH (outlier)
Scoial Services School (Roxy),1221.0,POINT (337135.6603608505 3330109.976787752),5874.625,LH (outlier)
Sednawy (Sudan St.),13665.0,POINT (326103.8851796447 3324370.353284199),5920.625,HH (cluster)
Sekat Hadid Al Mahager (Basateen),2331.0,POINT (333286.2823719232 3318301.2462463384),2253.787753243475,HL (outlier)
Sekka Hadid St. Pedesterian Bridge,631.0,POINT (328686.55549109157 3316554.355945375),2972.625,LH (outlier)
Sekket Al Waili,4403.0,POINT (334217.12703504827 3330189.088721515),4056.75,HH (cluster)
Sekket Al Waili St. (Kobry Al Qobba),388.0,POINT (335187.177333747 3329730.879478025),4989.875,LH (outlier)
Shabab (Obour),2257.0,POINT (354215.51868190255 3349982.1687432732),403.75,HL (outlier)
Shabramant,2726.0,POINT (325886.56355945306 3313567.6918527144),1834.625,HL (outlier)
Shabramant Bus Station,1450.0,,,LL
Shahrazad Hall ( Sawah),1870.0,POINT (334678.3462376725 3332425.3580389814),2068.625,HL (outlier)
Shalqan Rd.,1657.0,POINT (321031.61465230066 3340848.045723077),3454.625,HH (cluster)
Shams Club (Alf Maskan),12582.0,POINT (340335.85614436463 3333408.0263928147),11165.125,HH (cluster)
Shams Club Squash Courts,1018.0,POINT (342079.7094104937 3332938.036182656),2079.125,LL
Sharea Jadid (Marg Axis),3666.0,POINT (341332.2854350566 3335625.5062371935),4936.875,HH (cluster)
Shawerma Abu Mazen (Maadi),184.0,POINT (331168.55322213925 3315697.521484046),1992.6321735730373,LL
Sheikh Al Balad (Ain Shams St.),888.0,POINT (338032.84938184323 3333706.1157107395),2005.125,LL
Sheikh Ali Youssef School ( Downtown),1098.0,,,LL
Sheikh Selim Institute (Arbean St.),196.0,POINT (337670.31366671645 3334880.591682623),3748.625,LH (outlier)
Sheikh Zayed General Hospital,1754.0,POINT (307831.67478186416 3324636.4324877867),85.375,HL (outlier)
Sheikh Zayed General Hospital Northside,107.0,POINT (308026.5733906803 3324954.3909956035),496.5,LL
Shepheard Hotel (Qasr Al Nile),6607.0,POINT (329491.4685175114 3324786.2045089137),11176.25,HH (cluster)
Shobra  Banha St. & Ring Rd.,1490.0,POINT (331867.66067045886 3336661.456784343),2303.625,HL (outlier)
Shubra Al Khaima City Authority,2781.0,POINT (330699.69583597715 3333375.4672171124),10610.625,HH (cluster)
Shubra Al Kheima City Authority,3923.0,POINT (330767.93632379966 3333395.6181208896),10467.875,HH (cluster)
Shubra Al Kheima City Council,13.0,POINT (330751.2983716583 3333396.216756713),10956.625,LH (outlier)
Shubra Al Kheima East District Authority,3238.0,POINT (333730.78164623166 3334979.9568156367),5211.625,HH (cluster)
Shubra Al Kheima Metro Station,2985.0,POINT (330881.3892151232 3333569.9509292976),11526.875,HH (cluster)
Shubra Al Kheima Power Plant,7952.0,POINT (330620.6913317761 3332772.568806202),5557.5,HH (cluster)
Silver Nile Social Club (Nile Corniche),4402.0,POINT (329524.9623685722 3317716.3934061173),2420.319480408328,HL (outlier)
Simsima (Dokki),439.0,POINT (327588.7288426552 3323878.9079760867),2836.125,LH (outlier)
Sky Mart Mall (1st Settlement),1092.0,POINT (350711.07237721595 3327316.668732117),1902.0,LL
Soap Factory (Marg),888.0,POINT (340664.5037487075 3338982.273127834),4491.5,LH (outlier)
Sobhy Hussein St. (Al  Moqattam),454.0,POINT (338607.1584463075 3319797.899557585),734.875,LL
Sobhy Hussein St. (Al Moqattam),308.0,POINT (338642.7824526485 3319774.753711811),753.125,LL
Social Insurance Bureau (Shubra Al Kheima),1401.0,POINT (333422.67849868035 3335132.3238577326),5044.0,HH (cluster)
Sonesta Hotel (Al Tayaran St.),768.0,POINT (337962.350898567 3328719.458690814),2902.0285048934325,LH (outlier)
Sonesta Hotel (Tayaran St.),189.0,,,LL
Souq Al Asr (Khalifa Al Mamoun St.),4453.0,POINT (337126.5930728461 3329747.6029739818),5552.875,HH (cluster)
Souq Al Gomla,789.0,POINT (309800.72817948903 3316678.6146816984),474.625,LL
Souq Bab Al Louq,4052.0,POINT (330288.57846939715 3325100.4672429906),3291.625,HH (cluster)
Southern Gate Obour Market,138.0,POINT (353073.6780021575 3337860.1460518804),480.875,LL
Sphinx Square,6078.0,POINT (327202.4720174074 3326974.270343032),4414.063357588594,HH (cluster)
State Council ( Dokki),1747.0,,,LL
Sudan St (Ard El Lewa),9790.0,,,LL
Suez Bridge,48.0,,,LL
Suez Bridge Entrance to Ring Road,467.0,POINT (349245.1644266322 3328699.49045415),1576.75,LL
Sultan Abou Al Ela Mosque (Maspero),792.0,POINT (329447.9095237854 3326334.7383065247),16339.75,LH (outlier)
Sultana Weddings Centre (Saqqara),2015.0,POINT (324265.64473631233 3314934.2831166615),2228.0,HL (outlier)
Sun City Mall,2230.0,POINT (344320.4061627105 3331397.4767631013),1285.396696517912,HL (outlier)
Sun Mall,5563.0,POINT (345053.9022395435 3325461.074605784),8137.375,HH (cluster)
Swan Lake Compound (5th Settlement),1275.0,,,LL
Syndicate Of Commercial Professions (Abbasseya),2658.0,,,LL
Taawon (Al Matareyya),7772.0,POINT (336344.1067167654 3333649.2201113557),6092.625,HH (cluster)
Taba St. & 6 October St. (Salam),1743.0,POINT (347701.7171825678 3339238.9740206692),1136.25,HL (outlier)
Tabarak (Omar Al Mokhtar St.),13582.0,POINT (335967.2218718466 3333476.0313554145),4858.125,HH (cluster)
Tagneed,5721.0,POINT (317934.1112658818 3318161.1687518223),2381.7192048768807,HL (outlier)
Tahrir Square,3351.0,POINT (329898.4483307198 3324976.292382888),11729.625,HH (cluster)
Taki (Al Waili),4227.0,POINT (333843.19669175055 3326626.7229962116),2512.6738128980296,HL (outlier)
Talaat Harb Cultural Center,310.0,POINT (331379.81301040447 3322588.18486911),10642.364285297215,LH (outlier)
Talaat Harb Mall (Downtown),64.0,POINT (330371.05436182243 3325685.1108136266),9394.75,LH (outlier)
Talaat Harb Square (Downtown),491.0,POINT (330192.81514558534 3325387.0303044794),7066.375,LH (outlier)
Taqa Gas Station (Badrasheen),62.0,POINT (333774.4685142761 3304488.5657740766),1484.25,LL
Tara Compound Entrance (Sheikh Zayed),78.0,POINT (308484.31033777696 3324885.9715159843),748.75,LL
Telecom Egypt Central ( Almaza ),963.0,,,LL
Telecom Egypt Central (6th Of October),436.0,POINT (302733.4560326405 3317623.8482184885),1548.375,LL
Telecom Egypt Central (Almaza),413.0,POINT (339556.0834652069 3329538.311730671),841.875,LL
Teraat Al Gabal St.,1499.0,POINT (336736.61049846536 3331267.040786528),5243.375,HH (cluster)
Teraat Al Khashab (Nile Corniche),474.0,POINT (334571.2649067698 3310916.0103451363),979.875,LL
Teraat Al Marioteyya St.,540.0,POINT (318920.31769173546 3323877.237040051),771.375,LL
Teraat Al Zomor & Abu Bakr Al Siddiq St.,801.0,POINT (324989.6915919209 3328421.384580584),2687.6900755403362,LH (outlier)
Teraat Taware' Axis,418.0,POINT (343875.97358616284 3335397.3871212685),1135.625,LL
Tereat Al Gabal St. (Al Horeyya St.),446.0,POINT (337387.1943436084 3332578.4828341636),7316.375,LH (outlier)
Tharwat Bridge (Saft El Laban),6049.0,POINT (326573.90532351495 3323200.1919337404),4139.0,HH (cluster)
The Continental School of Cairo (Obour),322.0,POINT (351850.5015635744 3341415.7019373435),190.0,LL
The Egyptian Lawyers Association,19771.0,POINT (330096.8773023248 3325897.6940704538),14929.0,HH (cluster)
The National Museum of Egyptian Civilization,445.0,POINT (330997.92633537616 3320696.600334522),4792.625,LH (outlier)
The Platform (Maadi),3228.0,POINT (329688.7812371487 3317254.5875237994),2537.569480408328,HL (outlier)
The Unknown Soldier Memorial,281.0,POINT (337530.41917097406 3327152.457932674),2685.2785048934325,LH (outlier)
Three Brothers Supermarket (Al Manial),7988.0,POINT (328555.24528688483 3321869.2366501805),4746.75,HH (cluster)
Three Pyramids Hotel,1808.0,POINT (324265.9135874403 3320260.834392624),4262.875,HH (cluster)
Tiba Grand Mall (6th of October),68.0,POINT (298211.7315211533 3314995.1236661146),279.0,LL
Tolip (Zahraa Nasr City),5994.0,POINT (346159.48465122725 3325599.6024761344),3509.0,HH (cluster)
Tolip Plaza (5th Settlement),992.0,POINT (352040.35456810385 3322614.3402888705),513.5,LL
Toman Bay St. (Heliopolis),1876.0,POINT (337616.76660773833 3331437.0943750856),4027.875,HH (cluster)
Tomwa (Abu Al Nomros),777.0,POINT (331675.3249985735 3312643.6638602526),1034.5,LL
Tora Prison (Autostrad),204.0,POINT (334686.9671610332 3314158.352165686),939.5,LL
Tora Steps (Autostrad),368.0,POINT (334704.54250716383 3314653.492959813),866.625,LL
Total (Haram Marioteya),3872.0,POINT (321769.170314129 3319208.1797908694),2687.0,HH (cluster)
Total Abou Al Gheit Rd.,1591.0,POINT (323991.3715865441 3340303.0603100006),3434.75,HH (cluster)
Total Gas Station (Autostrad Zahraa Al Maadi),691.0,,,LL
Total Gas Station (Autostrad),36.0,POINT (334941.669926664 3318105.424404551),1905.5,LL
Total Gas Station (Kattameya Entrance),97.0,,,LL
Total Gas Station (Kattameya),154.0,,,LL
Total Gas Station Bassous ( Ring Rd. ),28.0,POINT (327213.9792654958 3335659.7677677814),954.75,LL
Total Gas Station Bassous (Ring Rd.),538.0,POINT (327233.1707546358 3335651.591239963),891.0,LL
Traffic Department ( Ain El Sira ),1763.0,POINT (330933.44345447514 3321720.65733888),5844.125,HH (cluster)
Traffic Licensing Complex (Shubra),3658.0,POINT (332133.25721731386 3332030.269079973),6544.25,HH (cluster)
Triumph Square,7602.0,POINT (340398.8022953698 3331076.906095663),2620.125,HH (cluster)
Twin Plaza,779.0,POINT (348841.7590377935 3325681.5122342976),981.375,LL
Union Housing Al Nasr (Kattameya),926.0,POINT (346394.05382102565 3316994.4923726823),1172.875,LL
Vehicles Administration ( Salah Salem St.),492.0,,,LL
Versay ( Waili ),1071.0,POINT (334332.5790163191 3331505.176030727),3580.25,LH (outlier)
Victoria (Ahmed Helmy St.),557.0,POINT (331916.9936382747 3329725.107045292),5008.75,LH (outlier)
Vitrac Square (5th Settlement),493.0,POINT (347024.4755426234 3321084.828153977),1149.625,LL
Vodafone (Ahmed Al Zomor),11676.0,,,LL
Vodafone (Imbaba),2226.0,POINT (327408.6180356104 3328129.252022908),6602.475265763517,HH (cluster)
Vodafone (Zahraa Al Maadi),78.0,POINT (336259.0762756475 3315780.903321047),853.5,LL
Vodafone Square,120.0,POINT (298509.9560068777 3315242.409021015),238.125,LL
Wadi Al Nile Hospital (Matareya St.),2263.0,POINT (336144.65731576335 3330987.4663747083),5910.125,HH (cluster)
Wadi Al Nile St.,4855.0,,,LL
Wadi Al Nile St. & 26 of July Corridor (Mit Okba),973.0,,,LL
Wadi Al Nile St. and Nile Corniche,1610.0,POINT (331558.38043984206 3314998.2801728235),2625.8054682887896,HH (cluster)
Wadi Degla Sporting Club (6th of October),45.0,POINT (307580.424058111 3317432.0366313662),448.25,LL
Wadi Degla Sporting Club (Heliopolis),222.1735721432959,POINT (344161.6232112651 3330422.788173366),1363.5440278318515,LL
Wadi Degla Sporting Club (New Cairo),1763.0,POINT (348329.1861252897 3325629.1967981984),858.375,HL (outlier)
Wadi Hof Metro,232.0,POINT (337192.9388784021 3306606.2389144376),861.75,LL
Waei Islami Hospital (Mostorod),7249.0,POINT (334968.62804112735 3333334.368487404),3165.375,HH (cluster)
Waha Garage (10th District Nasr City),180.0,,,LL
Waha Hotel (Alexandria Desert Rd.),213.0,POINT (316953.42260971956 3321792.258351665),952.625,LL
Warraq Al Arab,835.0,POINT (327971.81405177293 3330713.6333421045),5074.875,LH (outlier)
Wataneya Gas Station (Autostrad Maadi),712.0,POINT (335025.3092207022 3317323.0766998),1870.25,LL
Wataneya Gas Station (Kattameya Ring Rd.),6298.0,POINT (336892.28924813843 3318508.537580109),1918.75,HL (outlier)
Wataneya Gas Station (Qattameya),1455.0,,,LL
Water Plant 1 (Asmarat),636.0,POINT (339252.8452280214 3319767.6029378283),964.5,LL
Water Plant 2 (Asmarat),1638.0,POINT (339111.64439830126 3319731.6976836817),839.25,HL (outlier)
Water Station (Alexandria Desert Road),64.0,POINT (316550.33224955376 3322632.4757641293),781.875,LL
Waterway Compound,646.0,POINT (352972.527424087 3324347.4617053624),765.625,LL
Wax Museum (Helwan),380.0,POINT (338332.1579039674 3304398.423216214),5021.75,LH (outlier)
West Golf,18.0,,,LL
West Golf (Qattameya),131.0,,,LL
Windrose Academy,244.0,POINT (340971.30226914 3317661.0309478147),1031.625,LL
Wizarat District (New Administrative Capital),2148.0,POINT (377875.641699755 3321589.827370759),521.75,HL (outlier)
Wonder Land Mall (Abbas Al Akkad),681.0,,,LL
Yathreb and Al Maadi Company St.,773.0,POINT (333803.9066162957 3318481.3015060863),2274.5559156946038,LL
Yellow Kiosk (6th of October),2184.0,POINT (298740.7863938265 3313319.0532341446),1014.75,HL (outlier)
Yousef Abbas St & Autostrad St.,3664.0,POINT (338137.644608606 3327376.804935939),1871.5285048934325,HL (outlier)
Youth Housing (Shorouq City),254.0,POINT (369709.81742336205 3337914.8846747214),228.75,LL
Zahraa (Maadi),2439.0,,,LL
Zahraa Ain Shams,886.0,POINT (339917.9224569731 3335116.2524053925),8409.0,LH (outlier)
Zahraa Al Maadi Tunnel - Start,101.0,,,LL
Zahraa Madinet Nasr,1292.0,POINT (347012.3031227147 3325904.992762368),2618.25,HH (cluster)
Zahraa Metro,4597.0,POINT (329376.99967244046 3319550.8444535676),1595.0,HL (outlier)
Zahraa Nasr City,5533.0,POINT (345746.04968951776 3325565.6963972417),3566.625,HH (cluster)
Zain Paint Store (Al Rawda Sheikh Zayed),65.0,POINT (307654.12927398476 3324736.164100779),507.375,LL
Zaker Hussein St. & Al Tayaran St.,5626.0,POINT (338888.12896669906 3324801.401377749),3113.0,HH (cluster)
Zamalek Sporting Club,1289.0,POINT (326969.26527845784 3326863.3390554804),3612.938357588594,LH (outlier)
Zamzam Specialized Hospital (Om Bayoumi),2895.0,POINT (331523.60404725646 3335533.449277592),2542.125,HL (outlier)
Zayed 2000,795.0,POINT (307958.7814700776 3322619.7520421306),2643.5,LH (outlier)
Zayed Boys Secondary School,21.0,POINT (305772.6282844191 3326150.848815281),213.5,LL
Zenin,9173.0,POINT (324833.7774091711 3323548.554790587),9095.25,HH (cluster)
Zewail Rd. (Wahat Rd.),176.0,POINT (314498.3760997589 3315476.2541289297),1077.0,LL
Zohour City (Basateen Rd.),334.0,POINT (332789.82168524875 3319376.7505692677),2006.932588415008,LL
